label,position,mem_mean,cp_mean,diff_mean,mem_std,cp_std,diff_std
L0H0,0,-0.014939257875084877,-0.012285549193620682,-0.0026537079829722643,0.02992926724255085,0.031704146414995193,0.04097326844930649
L0H0,1,0.02115197852253914,0.007052053697407246,0.014099924825131893,0.05595049634575844,0.03964194655418396,0.05421106517314911
L0H0,2,0.03237555921077728,0.01637156493961811,0.016003992408514023,0.06366504728794098,0.04793274402618408,0.05877332761883736
L0H0,3,0.025815792381763458,0.013788833282887936,0.012026959098875523,0.047132786363363266,0.038482896983623505,0.04784039780497551
L0H0,4,0.0149428341537714,0.008410555310547352,0.006532279308885336,0.02851332351565361,0.025681907311081886,0.032388344407081604
L0H0,5,0.12480080872774124,0.06610749661922455,0.0586933009326458,0.01751931756734848,0.020711753517389297,0.026146072894334793
L0H0,6,0.0189809650182724,0.029447374865412712,-0.010466409847140312,0.041462626308202744,0.043356623500585556,0.043633151799440384
L0H0,7,0.024766171351075172,0.029019370675086975,-0.004253203049302101,0.036596957594156265,0.03574584797024727,0.03850872069597244
L0H0,8,0.0007329088402912021,0.0008218729635700583,-8.896405051928014e-05,0.005103342700749636,0.005704687442630529,0.004564489237964153
L0H0,9,0.02585088089108467,0.021474342793226242,0.004376539494842291,0.04039048030972481,0.03289794921875,0.03820643946528435
L0H0,10,0.0325118713080883,0.028027301654219627,0.004484573844820261,0.049267251044511795,0.04428998753428459,0.04199207201600075
L0H0,11,0.028293892741203308,0.025365501642227173,0.0029283915646374226,0.038477521389722824,0.03598520904779434,0.03773254528641701
L0H0,12,0.027987390756607056,0.024221686646342278,0.003765703411772847,0.039067503064870834,0.03568445146083832,0.03826308622956276
L0H0,13,0.015948986634612083,0.015058205462992191,0.0008907827432267368,0.02570672146975994,0.025637004524469376,0.029865792021155357
L0H1,0,-0.09300141036510468,-0.09616371989250183,0.003162308596074581,0.0506780669093132,0.051380906254053116,0.06576088815927505
L0H1,1,-0.0454183891415596,-0.08602550625801086,0.040607113391160965,0.09323270618915558,0.10197575390338898,0.10343506932258606
L0H1,2,-0.05912616476416588,-0.06635155528783798,0.007225389592349529,0.10859229415655136,0.10712317377328873,0.09131843596696854
L0H1,3,-0.0221887044608593,-0.03235192224383354,0.010163214057683945,0.09550459682941437,0.09706619381904602,0.09648394584655762
L0H1,4,-0.025364503264427185,-0.030242053791880608,0.004877547733485699,0.06165473908185959,0.06090708449482918,0.0725673958659172
L0H1,5,0.12480080872774124,0.06610749661922455,0.0586933009326458,0.01751931756734848,0.020711753517389297,0.026146072894334793
L0H1,6,-0.05780668929219246,0.0007714775274507701,-0.058578167110681534,0.11214996874332428,0.10223407298326492,0.11247334629297256
L0H1,7,0.0872289314866066,0.0846644937992096,0.0025644320994615555,0.07244753837585449,0.07067912817001343,0.08676774054765701
L0H1,8,0.0009814060758799314,0.0008277591550722718,0.00015364689170382917,0.007762721739709377,0.007056669797748327,0.006236645858734846
L0H1,9,-0.03353726863861084,-0.064138263463974,0.03060099668800831,0.07304901629686356,0.07807425409555435,0.07926959544420242
